show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added
s6642,MOVIE,Dragonheart,Rob Cohen,"Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie",UNITED STATES,2020-01-01,1996,PG-13,103 min,"Action & Adventure, Sci-Fi & Fantasy","In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.",2020
s6643,MOVIE,Dragonheart 3: The Sorcerer,Colin Teague,"Julian Morris, Tamzin Merchant, Ben Kingsley, Jassa Ahluwalia, Jonjo O'Neill, Dominic Mafham, Roger Ashton-Griffiths, Jake Curran, Duncan Preston, Ozama Oancea",UNITED STATES,2020-01-01,2015,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy","When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.",2020
s6644,MOVIE,Dragonheart: A New Beginning,Doug Lefler,"Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey, Henry O, Tom Burke, Robby Benson, Ken Shorter, John Woodnutt, Lubomir Misak",UNITED STATES,2020-01-01,2000,PG,84 min,"Action & Adventure, Sci-Fi & Fantasy","This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",2020
s6645,MOVIE,Dragonheart: Battle for the Heartfire,Patrik Syversen,"Tom Rhys Harries, Jessamine-Bliss Bell, Patrick Stewart, André Eriksen, Richard Cordery, Martin Hutson, Turlough Convery, Delroy Brown, Tamzin Merchant",UNITED STATES,2017-06-13,2017,PG-13,98 min,"Action & Adventure, Sci-Fi & Fantasy","When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne.",2017
s6646,MOVIE,Dragonkala Ka Rahasya,Rajiv Chilaka,Unknown,UNKNOWN,2019-06-18,2018,TV-Y,68 min,Children & Family Movies,"Bheem helps to reopen Dragonpur's abandoned magic and martial arts school, but is tested like never before when an ex-student returns seeking revenge!",2019
s6647,TV SHOW,Dramaworld,Unknown,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","UNITED STATES, SOUTH KOREA, CHINA",2016-05-23,2016,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator.""",2016
s6648,MOVIE,Dream Big: Engineering Our World,Greg MacGillivray,Jeff Bridges,UNITED STATES,2018-07-01,2017,TV-G,42 min,Documentaries,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",2018
s6649,MOVIE,Dream Boat,Tristan Ferland Milewski,Unknown,GERMANY,2017-12-01,2017,TV-MA,92 min,"Documentaries, International Movies, LGBTQ Movies","On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life.",2017
s6650,MOVIE,Dries,Reiner Holzemer,Dries Van Noten,"GERMANY, BELGIUM",2018-01-01,2017,TV-PG,89 min,"Documentaries, International Movies",This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.,2018
s6651,MOVIE,Driven to Dance,Unknown,"Juliet Doherty, Kaitlyn Black",UNITED STATES,2019-01-16,2018,TV-PG,99 min,Dramas,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",2019
s6652,TV SHOW,"Drugs, Inc.",Unknown,Mike Secher,UNITED STATES,2019-03-23,2015,TV-MA,1 Season,"Crime TV Shows, Docuseries","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.",2019
s6653,TV SHOW,Dueños del paraíso,Unknown,"Kate del Castillo, Jorge Zabaleta, José María Torre, Tony Dalton, Géraldine Bazán, Ximena Duque, Adriana Barraza, Juan Pablo Llano, Daniela Wong, Tiago Correa, Margarita Muñoz, Miguel Varoni, Ariel Texido, María Luisa Flores, Alberto Jiménez, Andrea López, Maxi Iglesias, Jorge Hernández, Alberto Mateo, Sofía Lama","UNITED STATES, CHILE",2017-02-25,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.",2017
s6654,MOVIE,Dukhtar,Afia Nathaniel,"Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan, Adnan Shah, Ajab Gul, Abdullah Jan, Samina Ahmad, Omair Rana, Zeeshan Shafa","PAKISTAN, NORWAY, UNITED STATES",2016-09-01,2014,TV-14,93 min,"Dramas, Independent Movies, International Movies",A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,2016
s6655,MOVIE,Dum,Eeshwar Nivas,"Vivek Oberoi, Diya Mirza, Atul Kulkarni, Govind Namdeo, Mukesh Rishi, Sushant Singh, Yashpal Sharma, Sheeba",INDIA,2018-03-01,2003,TV-14,162 min,"Action & Adventure, Dramas, International Movies","When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.",2018
s6656,MOVIE,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,"Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy",UNITED STATES,2019-10-01,2003,PG-13,85 min,Comedies,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,2019
s6657,MOVIE,E-Cigarettes: Miracle or Menace?,Emma Hatherley,Michael Mosley,UNITED KINGDOM,2019-02-01,2016,TV-14,52 min,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.,2019
s6658,MOVIE,Earth to Echo,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman",UNITED STATES,2019-10-01,2014,PG,91 min,"Children & Family Movies, Sci-Fi & Fantasy","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",2019
s6659,TV SHOW,Earth to Luna!,Unknown,"Angelina Carballo, Raul-Gomez Pina, Eric Anderson",BRAZIL,2020-04-10,2014,TV-Y,1 Season,Kids' TV,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",2020
s6660,TV SHOW,Earth's Natural Wonders,Unknown,Olivia Colman,UNITED KINGDOM,2017-03-01,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.,2017
s6661,TV SHOW,Earth's Natural Wonders: Life at the Extremes,Unknown,Corey Johnson,UNKNOWN,2018-10-01,2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV","From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world.",2018
s6662,MOVIE,East Side Sushi,Anthony Lucero,"Diana Elizabeth Torres, Yutaka Takeuchi, Rodrigo Duarte Clark, Kaya Jade Aguirre, Roji Oyama, Lane Nishikawa, Miyoko Sakatani",UNITED STATES,2020-09-15,2015,PG,106 min,Dramas,"She’s not the usual candidate for the role, but a dogged Mexican-American mother makes it her mission to become a talented sushi chef.",2020
s6663,MOVIE,Easy A,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka",UNITED STATES,2020-11-01,2010,PG-13,92 min,"Comedies, Romantic Movies","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",2020
s6664,TV SHOW,Easy Fortune Happy Life,Unknown,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",TAIWAN,2016-09-01,2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",2016
s6665,MOVIE,Eat Pray Love,Ryan Murphy,"Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero",UNITED STATES,2019-09-10,2010,PG-13,140 min,"Dramas, Romantic Movies","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",2019
s6666,MOVIE,Eddie Murphy: Delirious,Bruce Gowers,Eddie Murphy,UNITED STATES,2018-04-15,1983,TV-MA,69 min,Stand-Up Comedy,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show.",2018
s6667,MOVIE,Eeda,Ajithkumar,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",INDIA,2018-09-15,2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies",Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.,2018
s6668,MOVIE,Eh Janam Tumhare Lekhe,Harjit Singh,"Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",INDIA,2017-12-01,2015,TV-14,124 min,"Dramas, International Movies","Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity.",2017
s6669,MOVIE,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar","Kishore Kadam, Ashwini Giri, Kamal Desai, Devika Daftardar, Sunil Sukthankar, Shriram Ranade, Padmanabh Bind",INDIA,2018-03-15,2009,TV-PG,120 min,"Dramas, Independent Movies, International Movies",A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.,2018
s6670,MOVIE,Ek Hasina Thi,Sriram Raghavan,"Saif Ali Khan, Urmila Matondkar, Seema Biswas, Pratima Kazmi, Aditya Srivastava, Rasika Joshi, Madan Joshi, Seema Adhikari",INDIA,2019-08-01,2004,TV-MA,134 min,"Dramas, International Movies, Thrillers","Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",2019
s6671,MOVIE,El último testigo,Philipp Stölzl,"Aaron Eckhart, Liana Liberato, Olga Kurylenko, Garrick Hagon, Eric Godon, Yassine Fadel, Neil Napier, David Bark-Jones, Alexander Fehling, Nick Alachiotis, Jade Hassouné","UNITED STATES, CANADA, BELGIUM, UNITED KINGDOM",2018-02-04,2012,R,105 min,Action & Adventure,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.,2018
s6672,TV SHOW,El Barco,Unknown,"Juanjo Artero, Mario Casas, Blanca Suárez, Irene Montalà, Luis Callejo, Neus Sanz, Juan Pablo Shuk, Ivan Massagué, Marina Salas, Bernabé Fernández, Javier Hernández, Patricia Arbúes, David Seijo, Giselle Calderón",SPAIN,2017-07-01,2013,NR,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.,2017
s6673,TV SHOW,El Cartel,Unknown,"Manolo Cardona, Karen Martínez, Robinson Díaz, Diego Cadavid, Fernando Solórzano, Julian Arango, Sandra Reyes, Juan Pablo Raba, Fernando Arévalo",COLOMBIA,2018-08-24,2008,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.,2018
s6674,TV SHOW,El Cartel 2,Unknown,"Diego Cadavid, Robinson Díaz, Patricia Manterola, Carolina Guerra, John Álex Toro, Luis Eduardo Arango, Alejandro Martínez, Juan Sebastián Aragón, Víctor Mallarino, Santiago Moure, Carlos Echavarría, John Gertz",COLOMBIA,2018-08-24,2010,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.,2018
s6675,TV SHOW,El Chavo,Unknown,"Roberto Gómez Bolaños, María Antonieta de las Nieves, Carlos Villagrán, Florinda Meza García, Angelines Fernández Abad, Rubén Aguirre Fuentes, Edgar Vivar, Ramón Gómez Valdez de Castillo",MEXICO,2017-12-31,1979,TV-PG,1 Season,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows","El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Doña Florinda, Don Ramón and Professor Jirafales.",2017
s6676,MOVIE,El Che,Matías Gueilburt,Paco Ignacio Taibo II,VENEZUELA,2017-10-15,2017,TV-14,119 min,"Documentaries, International Movies","Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary.",2017
s6677,TV SHOW,El Clon,Unknown,"Mauricio Ochmann, Sandra Echeverría, Saúl Lisazo, Roberto Moll, Geraldine Zivic, Andrea López, Juan Pablo Raba, Daniel Lugo",UNITED STATES,2017-05-18,2010,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone.",2017
s6678,MOVIE,El fin de ETA,Justin Webster,Unknown,SPAIN,2017-04-08,2017,TV-14,106 min,"Documentaries, International Movies","This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years.",2017
s6679,TV SHOW,El Vato,Unknown,"El Dasa, Cristina Rodlo, Ricardo Polanco, Gustavo Egelhaaf, Mauricio Martínez, Itatí Cantoral, Arcelia Ramírez, Horacio Castelo, Fátima Molina, Leonardo Daniel, Giancarlo Vidrio, Mónica Dionne, Sebastián Ferrat, Mauricio Isaac, Aldo Gallardo, Julio Casado, Arnulfo Reyes Sanchez, José María de Tavira, Pablo Bracho, Patricio Sebastián",UNITED STATES,2018-02-24,2017,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.",2018
s6680,MOVIE,El Viaje: Márama y Rombai,Federico Lemos,Unknown,UNKNOWN,2017-10-18,2016,TV-PG,79 min,"Children & Family Movies, Documentaries, International Movies",Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.,2017
s6681,MOVIE,Elephants Dream 4 Hour,Bassam Kurdali,"Cas Jansen, Tygo Gernandt",NETHERLANDS,2018-08-23,2006,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy","Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short.",2018
s6682,MOVIE,Elizabeth at 90: A Family Tribute,John Bridcut,Unknown,UNITED KINGDOM,2017-05-22,2016,TV-G,90 min,Documentaries,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.,2017
s6683,MOVIE,Elizabeth Harvest,Sebastian Gutierrez,"Abbey Lee, Ciarán Hinds, Carla Gugino, Matthew Beard, Dylan Baker",UNITED STATES,2020-08-01,2019,R,109 min,"Dramas, Sci-Fi & Fantasy","When a young newlywed enters the one chamber in her husband’s mansion that’s off-limits, she faces the horrifying consequences of defying the rules.",2020
s6684,MOVIE,Elles étaient en guerre (1914-1918),"Fabien Beziat, Hugues Nancy",Nathalie Baye,FRANCE,2017-12-31,2014,TV-14,93 min,"Documentaries, International Movies",Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines.,2017
s6685,MOVIE,Elles étaient en guerre 1939-1945,"Hugues Nancy, Fabien Beziat",Unknown,UNKNOWN,2018-03-01,2015,TV-MA,92 min,"Documentaries, International Movies","Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II.",2018
s6686,MOVIE,Elles ont toutes une histoire,Nils Tavernier,Unknown,UNKNOWN,2017-12-31,2016,TV-PG,49 min,"Documentaries, International Movies","From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality.",2017
s6687,MOVIE,Elstree 1976,Jon Spira,"Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose",UNITED KINGDOM,2016-09-06,2015,TV-PG,102 min,Documentaries,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",2016
